Gene				Gene			Proper_Name	Chromo	BPKM (polyA-)	BPKM (polyA+)	FoldChange	WaldStat	GeneDescription		
uc001wat.1	NR_003029			SNORD9	NR_003029		Snord9	chr14	11.2	0.3	35.5	2.3	"Homo sapiens small nucleolar RNA, C/D box 9 (SNORD9), non-coding RNA."		
uc010gia.1	NR_003695			SNORD12B	NR_003695		Snord12b	chr20	17.2	3.6	4.8	2.3	"Homo sapiens small nucleolar RNA, C/D box 12B (SNORD12B), non-coding RNA."		
uc001yxu.2	NR_003326			SNORD116-11	NR_003326		Snord116-11	chr15	11.4	0.3	43.3	2.2	"Homo sapiens small nucleolar RNA, C/D box 116-11 (SNORD116-11), non-coding RNA."		
uc003pwf.2	BC042098			BC042098			Bc042098	chr6	1.7	0.8	2.2	2.2	"Homo sapiens, clone IMAGE:5770470, mRNA."		
uc002tyw.2	BC032407			BC032407			Bc032407	chr2	1.7	0.7	2.5	2.2	Homo sapiens cDNA clone IMAGE	5209417	
uc010cpg.1	NR_002744			SNORD49A	NR_002744		Snord49a	chr17	28.2	8.2	3.4	2.2	"Homo sapiens small nucleolar RNA, C/D box 49A (SNORD49A), non-coding RNA."		
uc011czx.1	NR_026705			VTRNA1-3	NR_026705		Vtrna1-3	chr5	10.5	0.0	0.0	2.1	"Homo sapiens vault RNA 1-3 (VTRNA1-3), non-coding RNA."		
uc001exo.2	BC021024			BC021024			Bc021024	chr1	6.1	2.9	2.1	2.1	"Homo sapiens, clone IMAGE:3616855, mRNA."		
uc001hsx.1	NM_003493	B4E380	B4E380_HUMAN	HIST3H3	NM_003493	NP_003484	Hist3h3	chr1	2.1	0.1	23.0	2.1	"histone cluster 3, H3"		
uc001dpe.2	NR_000006			SNORD21	NR_000006		Snord21	chr1	12.7	1.7	7.4	2.1	"Homo sapiens small nucleolar RNA, C/D box 21 (SNORD21), non-coding RNA."		
uc002gji.1	NR_003000			SCARNA21	NR_003000		Scarna21	chr17	6.2	0.0	0.0	2.1	"Homo sapiens small Cajal body-specific RNA 21 (SCARNA21), non-coding RNA."		
uc002hcj.1	NR_000013			SNORD42B	NR_000013		Snord42b	chr17	13.7	0.7	19.8	2.0	"Homo sapiens small nucleolar RNA, C/D box 42B (SNORD42B), non-coding RNA."		
uc002hgc.2	NR_002221			DPRXP4	NR_002221		Dprxp4	chr17	1.6	0.2	8.3	2.0	"Homo sapiens divergent-paired related homeobox pseudogene 4 (DPRXP4), non-coding RNA."		
uc002apz.1	NR_002441			SNORD18A	NR_002441		Snord18a	chr15	13.1	0.7	17.8	2.0	"Homo sapiens small nucleolar RNA, C/D box 18A (SNORD18A), non-coding RNA."		
uc003yig.1	NR_002581			SNORA72	NR_002581		Snora72	chr8	6.1	0.0	0.0	2.0	"Homo sapiens cDNA FLJ45223 fis, clone BRCAN2020050."		
uc002ypo.2	NR_002996			SNORA80	NR_002996		Snora80	chr21	5.9	0.0	0.0	2.0	"Homo sapiens small nucleolar RNA, H/ACA box 80 (SNORA80), non-coding RNA."		
uc003nfu.2	NM_021062	Q6DRA6	H2B2D_HUMAN	HIST1H2BB	NM_021062	NP_066406	Hist1h2bb	chr6	1.9	0.0	0.0	2.0	"histone cluster 1, H2bb"		
uc003nfc.2	NM_170745	A2RUU6	A2RUU6_HUMAN	HIST1H2AA	NM_170745	NP_734466	Hist1h2aa	chr6	1.6	0.0	0.0	2.0	"histone cluster 1, H2aa"		
